,movie_title,title_year,country,budget,director_first_name,director_last_name
2582,The Immigrant ,2013,USA,16000000,James,Gray
2583,The White Countess ,2005,UK,16000000,James,Ivory
2584,Trance ,2013,UK,20000000,Danny,Boyle
2585,Soul Plane ,2004,USA,16000000,Jessy,Terrero
2587,Good ,2008,UK,15000000,Vicente,Amorim
2588,Enter the Void ,2009,France,13000000,Gaspar,Noé
2589,Vamps ,2012,USA,16000000,Amy,Heckerling
2592,The Homesman ,2014,USA,16000000,Tommy,Lee Jones
2593,Juwanna Mann ,2002,USA,15600000,Jesse,Vaughan
2597,Slow Burn ,2005,USA,15500000,Wayne,Beach
2598,Wasabi ,2001,France,15300000,Gérard,Krawczyk
2599,Slither ,2006,Canada,15500000,James,Gunn
2600,Beverly Hills Cop ,1984,USA,14000000,Martin,Brest
2601,Home Alone ,1990,USA,18000000,Chris,Columbus
2602,3 Men and a Baby ,1987,USA,11000000,Leonard,Nimoy
2603,Tootsie ,1982,USA,22000000,Sydney,Pollack
2604,Top Gun ,1986,USA,15000000,Tony,Scott
2605,"Crouching Tiger, Hidden Dragon ",2000,Taiwan,15000000,Ang,Lee
2606,American Beauty ,1999,USA,15000000,Sam,Mendes
2607,The King's Speech ,2010,UK,15000000,Tom,Hooper
2608,Twins ,1988,USA,15000000,Ivan,Reitman
2610,The Yellow Handkerchief ,2008,USA,15500000,Udayan,Prasad
2611,The Color Purple ,1985,USA,15000000,Steven,Spielberg
2614,The Imitation Game ,2014,UK,14000000,Morten,Tyldum
2615,Private Benjamin ,1980,USA,10000000,Howard,Zieff
2617,Diary of a Wimpy Kid ,2010,USA,15000000,Thor,Freudenthal
2618,Mama ,2013,Canada,20000000,Andrés,Muschietti
2619,Halloween ,1978,USA,300000,John,Carpenter
2620,National Lampoon's Vacation ,1983,USA,15000000,Harold,Ramis
2621,Bad Grandpa ,2013,USA,15000000,Jeff,Tremaine
2622,The Queen ,2006,UK,9800000,Stephen,Frears
2623,Beetlejuice ,1988,USA,15000000,Tim,Burton
2624,Why Did I Get Married? ,2007,USA,15000000,Tyler,Perry
2625,Little Women ,1994,USA,15000000,Gillian,Armstrong
2626,The Woman in Black ,2012,UK,17000000,James,Watkins
2627,When a Stranger Calls ,2006,USA,15000000,Simon,West
2628,Big Fat Liar ,2002,USA,15000000,Shawn,Levy
2630,Wag the Dog ,1997,USA,15000000,Barry,Levinson
2631,The Lizzie McGuire Movie ,2003,USA,17000000,Jim,Fall
2632,Snitch ,2013,USA,15000000,Ric,Roman Waugh
2633,Krampus ,2015,USA,15000000,Michael,Dougherty
2634,The Faculty ,1998,USA,15000000,Robert,Rodriguez
2636,Cop Land ,1997,USA,10000000,James,Mangold
2637,Not Another Teen Movie ,2001,USA,16000000,Joel,Gallen
2638,End of Watch ,2012,USA,7000000,David,Ayer
2639,Aloha ,2015,USA,37000000,Cameron,Crowe
2640,The Skulls ,2000,USA,15000000,Rob,Cohen
2641,The Theory of Everything ,2014,UK,15000000,James,Marsh
2642,Malibu's Most Wanted ,2003,USA,16000000,John,Whitesell
2643,Where the Heart Is ,2000,USA,15000000,Matt,Williams
2644,Lawrence of Arabia ,1962,UK,15000000,David,Lean
2645,Halloween II ,2009,USA,15000000,Rob,Zombie
2646,Wild ,2014,USA,15000000,Jean-Marc,Vallée
2647,The Last House on the Left ,2009,USA,15000000,Dennis,Iliadis
2648,The Wedding Date ,2005,USA,15000000,Clare,Kilner
2649,Halloween: Resurrection ,2002,USA,15000000,Rick,Rosenthal
2650,Clash of the Titans ,2010,USA,125000000,Louis,Leterrier
2651,The Princess Bride ,1987,USA,16000000,Rob,Reiner
2652,The Great Debaters ,2007,USA,15000000,Denzel,Washington
2653,Drive ,2011,USA,15000000,Nicolas,Winding Refn
2654,Confessions of a Teenage Drama Queen ,2004,Germany,15000000,Sara,Sugarman
2655,The Object of My Affection ,1998,USA,15000000,Nicholas,Hytner
2656,28 Weeks Later ,2007,UK,15000000,Juan,Carlos Fresnadillo
2657,When the Game Stands Tall ,2014,USA,15000000,Thomas,Carter
2658,Because of Winn-Dixie ,2005,USA,14000000,Wayne,Wang
2659,Love & Basketball ,2000,USA,15000000,Gina,Prince-Bythewood
2660,Grosse Pointe Blank ,1997,USA,15000000,George,Armitage
2661,All About Steve ,2009,USA,15000000,Phil,Traill
2662,Book of Shadows: Blair Witch 2 ,2000,USA,15000000,Joe,Berlinger
2663,The Craft ,1996,USA,15000000,Andrew,Fleming
2664,Match Point ,2005,UK,15000000,Woody,Allen
2665,Ramona and Beezus ,2010,USA,15000000,Elizabeth,Allen Rosenbaum
2666,The Remains of the Day ,1993,UK,11500000,James,Ivory
2667,Boogie Nights ,1997,USA,15000000,Paul,Thomas Anderson
2668,Nowhere to Run ,1993,USA,15000000,Robert,Harmon
2669,Flicka ,2006,USA,15000000,Michael,Mayer
2670,The Hills Have Eyes II ,2007,USA,15000000,Martin,Weisz
2671,Urban Legends: Final Cut ,2000,USA,14000000,John,Ottman
2672,Tuck Everlasting ,2002,USA,15000000,Jay,Russell
2673,The Marine ,2006,USA,20000000,John,Bonito
2674,Keanu ,2016,USA,15000000,Peter,Atencio
2675,Country Strong ,2010,Official site,15000000,Shana,Feste
2676,Disturbing Behavior ,1998,Australia,15000000,David,Nutter
2677,The Place Beyond the Pines ,2012,USA,15000000,Derek,Cianfrance
2678,The November Man ,2014,USA,15000000,Roger,Donaldson
2679,Eye of the Beholder ,1999,Canada,15000000,Stephan,Elliott
2680,The Hurt Locker ,2008,USA,15000000,Kathryn,Bigelow
2681,Firestarter ,1984,USA,15000000,Mark,L. Lester
2682,Killing Them Softly ,2012,USA,15000000,Andrew,Dominik
2683,A Most Wanted Man ,2014,UK,15000000,Anton,Corbijn
2684,Freddy Got Fingered ,2001,USA,15000000,Tom,Green
2685,The Pirates Who Don't Do Anything: A VeggieTales Movie ,2008,USA,15000000,Mike,Nawrocki
2687,Highlander: Endgame ,2000,USA,15000000,Douglas,Aarniokoski
2688,Idlewild ,2006,USA,15000000,Bryan,Barber
2689,One Day ,2011,USA,15000000,Lone,Scherfig
2690,Whip It ,2009,USA,15000000,Drew,Barrymore
2692,Confidence ,2003,USA,15000000,James,Foley
2693,The Muse ,1999,USA,15000000,Albert,Brooks
2694,De-Lovely ,2004,USA,20000000,Irwin,Winkler
2695,New York Stories ,1989,USA,15000000,Woody,Allen
2696,Barney's Great Adventure ,1998,Canada,15000000,Steve,Gomer
2697,The Man with the Iron Fists ,2012,USA,15000000,RZA,
2698,Home Fries ,1998,USA,15000000,Dean,Parisot
2699,Here on Earth ,2000,USA,15000000,Mark,Piznarski
2700,Brazil ,1985,UK,15000000,Terry,Gilliam
2701,Raise Your Voice ,2004,USA,15000000,Sean,McNamara
2703,The Big Lebowski ,1998,USA,15000000,Joel,Coen
2704,Black Snake Moan ,2006,USA,15000000,Craig,Brewer
2705,Dark Blue ,2002,USA,15000000,Ron,Shelton
2706,A Mighty Heart ,2007,USA,16000000,Michael,Winterbottom
2707,Whatever It Takes ,2000,USA,15000000,David,Raynr
2708,Boat Trip ,2002,USA,20000000,Mort,Nathan
2709,The Importance of Being Earnest ,2002,UK,15000000,Oliver,Parker
2711,Hoot ,2006,USA,15000000,Wil,Shriner
2712,In Bruges ,2008,UK,15000000,Martin,McDonagh
2713,Peeples ,2013,USA,15000000,Tina,Gordon Chism
2714,The Rocker ,2008,USA,15000000,Peter,Cattaneo
2715,Post Grad ,2009,USA,15000000,Vicky,Jenson
2716,Promised Land ,2012,USA,15000000,Gus,Van Sant
2717,Whatever Works ,2009,USA,15000000,Woody,Allen
2718,The In Crowd ,2000,USA,15000000,Mary,Lambert
2719,Three Burials ,2005,France,15000000,Tommy,Lee Jones
2720,Jakob the Liar ,1999,France,15000000,Peter,Kassovitz
2721,Kiss Kiss Bang Bang ,2005,USA,15000000,Shane,Black
2722,Idle Hands ,1999,USA,20000000,Rodman,Flender
2723,Mulholland Drive ,2001,France,15000000,David,Lynch
2725,You Will Meet a Tall Dark Stranger ,2010,USA,22000000,Woody,Allen
2726,Never Let Me Go ,2010,UK,15000000,Mark,Romanek
2728,Transsiberian ,2008,Spain,15000000,Brad,Anderson
2729,The Clan of the Cave Bear ,1986,USA,15000000,Michael,Chapman
2730,Crazy in Alabama ,1999,USA,15000000,Antonio,Banderas
2731,Funny Games ,2007,USA,15000000,Michael,Haneke
2734,Metropolis ,1927,Germany,6000000,Fritz,Lang
2735,District B13 ,2004,France,12000000,Pierre,Morel
2736,Things to Do in Denver When You're Dead ,1995,USA,7000000,Gary,Fleder
2737,The Assassin ,2015,Taiwan,15000000,Hsiao-Hsien,Hou
2738,Buffalo Soldiers ,2001,UK,15000000,Gregor,Jordan
2740,Ong-bak 2 ,2008,Thailand,300000000,Tony,Jaa
2743,The Midnight Meat Train ,2008,USA,15000000,Ryûhei,Kitamura
2745,The Son of No One ,2011,USA,15000000,Dito,Montiel
2746,All the Queen's Men ,2001,Germany,25000000,Stefan,Ruzowitzky
2747,The Good Night ,2007,USA,15000000,Jake,Paltrow
2755,Groundhog Day ,1993,USA,14600000,Harold,Ramis
2756,Magic Mike XXL ,2015,USA,14800000,Gregory,Jacobs
2757,Romeo + Juliet ,1996,USA,14500000,Baz,Luhrmann
2758,Sarah's Key ,2010,France,10000000,Gilles,Paquet-Brenner
2760,Unforgiven ,1992,USA,14400000,Clint,Eastwood
2761,Manderlay ,2005,Denmark,14200000,Lars,von Trier
2762,Slumdog Millionaire ,2008,UK,15000000,Danny,Boyle
2763,Fatal Attraction ,1987,USA,14000000,Adrian,Lyne
2764,Pretty Woman ,1990,USA,14000000,Garry,Marshall
2766,Crocodile Dundee II ,1988,Australia,15800000,John,Cornell
2768,Born on the Fourth of July ,1989,USA,14000000,Oliver,Stone
2769,Cool Runnings ,1993,USA,15000000,Jon,Turteltaub
2770,My Bloody Valentine ,2009,USA,15000000,Patrick,Lussier
2771,The Possession ,2012,USA,14000000,Ole,Bornedal
2773,Stomp the Yard ,2007,USA,14000000,Sylvain,White
2774,The Spy Who Loved Me ,1977,UK,14000000,Lewis,Gilbert
2776,Urban Legend ,1998,USA,14000000,Jamie,Blanks
2777,Dangerous Liaisons ,1988,USA,14000000,Stephen,Frears
2779,White Fang ,1991,USA,14000000,Randal,Kleiser
2780,Superstar ,1999,USA,14000000,Bruce,McCulloch
2781,The Iron Lady ,2011,UK,13000000,Phyllida,Lloyd
2782,Jonah: A VeggieTales Movie ,2002,USA,14000000,Mike,Nawrocki
2783,Poetic Justice ,1993,USA,14000000,John,Singleton
2784,All About the Benjamins ,2002,USA,14000000,Kevin,Bray
2785,Vampire in Brooklyn ,1995,USA,20000000,Wes,Craven
2787,An American Haunting ,2005,UK,14000000,Courtney,Solomon
2788,My Boss's Daughter ,2003,USA,14000000,David,Zucker
2789,A Perfect Getaway ,2009,USA,14000000,David,Twohy
2790,Our Family Wedding ,2010,USA,14000000,Rick,Famuyiwa
2791,Dead Man on Campus ,1998,USA,14000000,Alan,Cohn
2792,Tea with Mussolini ,1999,Italy,12000000,Franco,Zeffirelli
2793,Thinner ,1996,USA,8500000,Tom,Holland
2795,Crooklyn ,1994,USA,14000000,Spike,Lee
2797,Jason X ,2001,USA,11000000,James,Isaac
2798,Big Fat Liar ,2002,USA,15000000,Shawn,Levy
2799,Bobby ,2006,USA,14000000,Emilio,Estevez
2800,Head Over Heels ,2001,USA,14000000,Mark,Waters
2801,Fun Size ,2012,USA,14000000,Josh,Schwartz
2803,Little Children ,2006,USA,26000000,Todd,Field
2804,Gossip ,2000,USA,24000000,Davis,Guggenheim
2805,A Walk on the Moon ,1999,USA,14000000,Tony,Goldwyn
2806,Catch a Fire ,2006,France,14000000,Phillip,Noyce
2807,Soul Survivors ,2001,USA,14000000,Stephen,Carpenter
2808,Jefferson in Paris ,1995,France,14000000,James,Ivory
2810,Caravans ,1978,Iran,14000000,James,Fargo
2811,Mr. Turner ,2014,UK,8200000,Mike,Leigh
2813,Amen. ,2002,France,103000000,Costa-Gavras,
2815,The Lucky Ones ,2008,USA,15000000,Neil,Burger
2816,Margaret ,2011,USA,14000000,Kenneth,Lonergan
2818,Flipped ,2010,USA,14000000,Rob,Reiner
2819,Brokeback Mountain ,2005,USA,14000000,Ang,Lee
2820,Teenage Mutant Ninja Turtles ,2014,USA,125000000,Jonathan,Liebesman
2821,Clueless ,1995,USA,12000000,Amy,Heckerling
2822,Far from Heaven ,2002,USA,13500000,Todd,Haynes
2823,Hot Tub Time Machine 2 ,2015,USA,14000000,Steve,Pink
2825,Quills ,2000,UK,13500000,Philip,Kaufman
2826,Seven Psychopaths ,2012,UK,15000000,Martin,McDonagh
2829,Downfall ,2004,Germany,13500000,Oliver,Hirschbiegel
2830,The Sea Inside ,2004,Spain,10000000,Alejandro,Amenábar
2832,"Good Morning, Vietnam ",1987,USA,13000000,Barry,Levinson
2833,The Last Godfather ,2010,South Korea,13400000,Hyung-rae,Shim
2834,Justin Bieber: Never Say Never ,2011,USA,13000000,Jon,M. Chu
2835,Black Swan ,2010,USA,13000000,Darren,Aronofsky
2836,RoboCop ,2014,USA,100000000,José,Padilha
2837,The Godfather: Part II ,1974,USA,13000000,Francis,Ford Coppola
2838,Save the Last Dance ,2001,USA,13000000,Thomas,Carter
2839,A Nightmare on Elm Street 4: The Dream Master ,1988,USA,7000000,Renny,Harlin
2840,Miracles from Heaven ,2016,USA,13000000,Patricia,Riggen
2841,"Dude, Where's My Car? ",2000,USA,13000000,Danny,Leiner
2842,Young Guns ,1988,USA,13000000,Christopher,Cain
2843,St. Vincent ,2014,USA,13000000,Theodore,Melfi
2844,About Last Night ,2014,USA,12500000,Steve,Pink
2845,10 Things I Hate About You ,1999,USA,16000000,Gil,Junger
2846,The New Guy ,2002,USA,13000000,Ed,Decter
2847,Loaded Weapon 1 ,1993,USA,8200000,Gene,Quintano
2848,The Shallows ,2016,USA,17000000,Jaume,Collet-Serra
2849,The Butterfly Effect ,2004,USA,13000000,Eric,Bress
2850,Snow Day ,2000,USA,13000000,Chris,Koch
2851,This Christmas ,2007,USA,13000000,Preston,A. Whitmore II
2852,Baby Geniuses ,1999,USA,18000000,Bob,Clark
2853,The Big Hit ,1998,USA,13000000,Kirk,Wong
2854,Harriet the Spy ,1996,USA,13000000,Bronwen,Hughes
2855,Child's Play 2 ,1990,USA,13000000,John,Lafia
2856,No Good Deed ,2014,USA,13200000,Sam,Miller
2857,The Mist ,2007,USA,18000000,Frank,Darabont
2858,Ex Machina ,2015,UK,15000000,Alex,Garland
2859,Being John Malkovich ,1999,USA,13000000,Spike,Jonze
2860,Two Can Play That Game ,2001,USA,6000000,Mark,Brown
2861,Earth to Echo ,2014,USA,13000000,Dave,Green
2862,Crazy/Beautiful ,2001,USA,14000000,John,Stockwell
2863,Letters from Iwo Jima ,2006,USA,19000000,Clint,Eastwood
2864,The Astronaut Farmer ,2006,USA,13000000,Michael,Polish
2866,Room ,2015,Ireland,13000000,Lenny,Abrahamson
2867,Dirty Work ,1998,Canada,13000000,Bob,Saget
2868,Serial Mom ,1994,USA,13000000,John,Waters
2869,Dick ,1999,France,13000000,Andrew,Fleming
2871,Light It Up ,1999,USA,13000000,Craig,Bolotin
2872,54 ,1998,USA,13000000,Mark,Christopher
2873,Bubble Boy ,2001,USA,13000000,Blair,Hayes
2874,Birthday Girl ,2001,UK,13000000,Jez,Butterworth
2875,21 & Over ,2013,USA,13000000,Jon,Lucas
2876,"Paris, je t'aime ",2006,France,13000000,Olivier,Assayas
2877,Resurrecting the Champ ,2007,USA,13000000,Rod,Lurie
2878,Admission ,2013,USA,13000000,Paul,Weitz
2879,The Widow of Saint-Pierre ,2000,France,100000000,Patrice,Leconte
2880,Chloe ,2009,USA,11000000,Atom,Egoyan
2881,Faithful ,1996,USA,13000000,Paul,Mazursky
2882,Brothers ,2009,USA,26000000,Jim,Sheridan
2883,Find Me Guilty ,2006,Germany,13000000,Sidney,Lumet
2884,The Perks of Being a Wallflower ,2012,USA,13000000,Stephen,Chbosky
2885,Excessive Force ,1993,USA,3000000,Jon,Hess
2886,Infamous ,2006,USA,13000000,Douglas,McGrath
2887,The Claim ,2000,UK,20000000,Michael,Winterbottom
2888,The Vatican Tapes ,2015,USA,8495000,Mark,Neveldine
2889,Attack the Block ,2011,UK,13000000,Joe,Cornish
2890,In the Land of Blood and Honey ,2011,USA,13000000,Angelina,Jolie Pitt
2891,The Call ,2013,USA,13000000,Brad,Anderson
2893,The Crocodile Hunter: Collision Course ,2002,Australia,13000000,John,Stainton
2894,I Love You Phillip Morris ,2009,France,13000000,Glenn,Ficarra
2896,Antwone Fisher ,2002,USA,12500000,Denzel,Washington
2897,The Emperor's Club ,2002,USA,12500000,Michael,Hoffman
2898,True Romance ,1993,USA,13000000,Tony,Scott
2900,Glengarry Glen Ross ,1992,USA,12500000,James,Foley
2901,The Killer Inside Me ,2010,USA,13000000,Michael,Winterbottom
2903,Sorority Row ,2009,USA,16000000,Stewart,Hendler
2905,Lars and the Real Girl ,2007,USA,12000000,Craig,Gillespie
2906,The Boy in the Striped Pajamas ,2008,UK,12500000,Mark,Herman
2907,Dancer in the Dark ,2000,Denmark,12800000,Lars,von Trier
2908,Oscar and Lucinda ,1997,USA,16000000,Gillian,Armstrong
2909,The Funeral ,1996,USA,12500000,Abel,Ferrara
2910,Solitary Man ,2009,USA,15000000,Brian,Koppelman
2911,Machete ,2010,USA,10500000,Ethan,Maniquis
2912,Casino Jack ,2010,Canada,15000000,George,Hickenlooper
2913,The Land Before Time ,1988,USA,12500000,Don,Bluth
2914,Tae Guk Gi: The Brotherhood of War ,2004,South Korea,12800000,Je-kyu,Kang
2915,The Perfect Game ,2009,Canada,12500000,William,Dear
2916,The Exorcist ,1973,USA,8000000,William,Friedkin
2917,Jaws ,1975,USA,8000000,Steven,Spielberg
2918,American Pie ,1999,USA,11000000,Paul,Weitz
2919,Ernest & Celestine ,2012,France,9600000,Stéphane,Aubier
2920,The Golden Child ,1986,USA,25000000,Michael,Ritchie
2921,Think Like a Man ,2012,USA,12000000,Tim,Story
2922,Barbershop ,2002,USA,12000000,Tim,Story
2923,Star Trek II: The Wrath of Khan ,1982,USA,11000000,Nicholas,Meyer
2924,Ace Ventura: Pet Detective ,1994,USA,12000000,Tom,Shadyac
2925,WarGames ,1983,USA,12000000,John,Badham
2926,Witness ,1985,USA,12000000,Peter,Weir
2927,Act of Valor ,2012,USA,12000000,Mike,McCoy
2928,Step Up ,2006,USA,12000000,Anne,Fletcher
2929,Beavis and Butt-Head Do America ,1996,USA,12000000,Mike,Judge
2930,Jackie Brown ,1997,USA,12000000,Quentin,Tarantino
2931,Harold & Kumar Escape from Guantanamo Bay ,2008,USA,12000000,Jon,Hurwitz
2932,Chronicle ,2012,USA,12000000,Josh,Trank
2933,Yentl ,1983,UK,12000000,Barbra,Streisand
2934,Time Bandits ,1981,UK,5000000,Terry,Gilliam
2935,Crossroads ,2002,USA,12000000,Tamra,Davis
2936,Project X ,2012,USA,12000000,Nima,Nourizadeh
2938,One Hour Photo ,2002,USA,12000000,Mark,Romanek
2939,Quarantine ,2008,USA,12000000,John,Erick Dowdle
2940,The Eye ,2008,USA,12000000,David,Moreau
2941,Johnson Family Vacation ,2004,USA,12000000,Christopher,Erskin
2942,How High ,2001,USA,12000000,Jesse,Dylan
2943,The Muppet Christmas Carol ,1992,USA,12000000,Brian,Henson
2944,Casino Royale ,2006,UK,150000000,Martin,Campbell
2945,Frida ,2002,USA,12000000,Julie,Taymor
2946,Katy Perry: Part of Me ,2012,USA,12000000,Dan,Cutforth
2947,The Fault in Our Stars ,2014,USA,12000000,Josh,Boone
2948,Rounders ,1998,USA,12000000,John,Dahl
2949,Top Five ,2014,USA,12000000,Chris,Rock
2951,Stir of Echoes ,1999,USA,12000000,David,Koepp
2953,Philomena ,2013,UK,12000000,Stephen,Frears
2954,The Upside of Anger ,2005,USA,9000000,Mike,Binder
2956,Aquamarine ,2006,USA,12000000,Elizabeth,Allen Rosenbaum
2957,Paper Towns ,2015,USA,12000000,Jake,Schreier
2959,Nebraska ,2013,USA,12000000,Alexander,Payne
2960,Tales from the Crypt: Demon Knight ,1995,USA,13000000,Ernest,R. Dickerson
2961,Max Keeble's Big Move ,2001,USA,12000000,Tim,Hill
2962,Young Adult ,2011,USA,12000000,Jason,Reitman
2963,Crank ,2006,USA,12000000,Mark,Neveldine
2965,Living Out Loud ,1998,USA,12000000,Richard,LaGravenese
2970,Das Boot ,1981,West Germany,14000000,Wolfgang,Petersen
2971,The Alamo ,2004,USA,107000000,John,Lee Hancock
2972,Sorority Boys ,2002,USA,12000000,Wallace,Wolodarsky
2973,About Time ,2013,UK,12000000,Richard,Curtis
2974,House of Flying Daggers ,2004,China,100000000,Yimou,Zhang
2975,Arbitrage ,2012,USA,12000000,Nicholas,Jarecki
2976,Project Almanac ,2015,USA,12000000,Dean,Israelite
2977,Cadillac Records ,2008,USA,12000000,Darnell,Martin
2978,Screwed ,2000,USA,10000000,Scott,Alexander
2979,Fortress ,1992,Australia,8000000,Stuart,Gordon
2980,For Your Consideration ,2006,USA,12000000,Christopher,Guest
2981,Celebrity ,1998,USA,12000000,Woody,Allen
2982,Running with Scissors ,2006,USA,12000000,Ryan,Murphy
2983,From Justin to Kelly ,2003,USA,12000000,Robert,Iscove
2984,Girl 6 ,1996,USA,12000000,Spike,Lee
2985,In the Cut ,2003,Australia,12000000,Jane,Campion
2986,Two Lovers ,2008,USA,12000000,James,Gray
2987,Last Orders ,2001,UK,12000000,Fred,Schepisi
2988,The Host ,2006,South Korea,12215500000,Joon-ho,Bong
2990,Ravenous ,1999,Czech Republic,12000000,Antonia,Bird
2991,Charlie Bartlett ,2007,USA,12000000,Jon,Poll
2992,The Great Beauty ,2013,Italy,9200000,Paolo,Sorrentino
2993,The Dangerous Lives of Altar Boys ,2002,USA,12000000,Peter,Care
2994,Stoker ,2013,UK,12000000,Chan-wook,Park
2995,2046 ,2004,Hong Kong,12000000,Kar-Wai,Wong
2996,Married Life ,2007,USA,12000000,Ira,Sachs
2997,Duma ,2005,USA,12000000,Carroll,Ballard
2998,Ondine ,2009,Ireland,12000000,Neil,Jordan
2999,Brother ,2000,USA,10000000,Takeshi,Kitano
3000,Welcome to Collinwood ,2002,USA,12000000,Anthony,Russo
3001,Critical Care ,1997,Australia,12000000,Sidney,Lumet
3002,The Life Before Her Eyes ,2007,USA,8000000,Vadim,Perelman
3004,Trade ,2007,Germany,12000000,Marco,Kreuzpaintner
3005,Fateless ,2005,Hungary,2500000000,Lajos,Koltai
3006,Breakfast of Champions ,1999,USA,12000000,Alan,Rudolph
3009,City of Life and Death ,2009,China,12000000,Chuan,Lu
3010,Home ,2015,USA,135000000,Tim,Johnson
3013,5 Days of War ,2011,Georgia,20000000,Renny,Harlin
3017,Snatch ,2000,UK,6000000,Guy,Ritchie
3019,Pet Sematary ,1989,USA,11500000,Mary,Lambert
3023,Gremlins ,1984,USA,11000000,Joe,Dante
3024,Star Wars: Episode IV - A New Hope ,1977,USA,11000000,George,Lucas
3025,Dirty Grandpa ,2016,USA,11500000,Dan,Mazer
3026,Doctor Zhivago ,1965,USA,11000000,David,Lean
3028,High School Musical 3: Senior Year ,2008,USA,11000000,Kenny,Ortega
3029,The Fighter ,2010,USA,25000000,David,O. Russell
3031,My Cousin Vinny ,1992,USA,11000000,Jonathan,Lynn
3032,If I Stay ,2014,USA,11000000,R.J.,Cutler
3034,Major League ,1989,USA,11000000,David,S. Ward
3036,Phone Booth ,2002,USA,13000000,Joel,Schumacher
3037,A Walk to Remember ,2002,USA,11000000,Adam,Shankman
3038,Dead Man Walking ,1995,UK,11000000,Tim,Robbins
3039,Cruel Intentions ,1999,USA,10500000,Roger,Kumble
